cnpj;cnpj_basico;matriz_filial;razao_social;nome_fantasia;situacao_cadastral;data_situacao_cadastral;motivo_situacao_cadastral;nome_cidade_exterior;cd_pais;nm_pais;cd_natureza_juridica;nm_natureza_juridica;data_inicio_atividades;cnae_fiscal;nm_cnae;cnae_fiscal_secundaria;tipo_logradouro;logradouro;numero;complemento;bairro;cep;uf;municipio;ddd1;telefone1;ddd2;telefone2;ddd_fax;fax;correio_eletronico;situacao_especial;data_situacao_especial;qualificacao_responsavel;capital_social;capital_social_str;porte_empresa;ente_federativo_responsavel
23286737000118;23286737;1;ASSOCIACAO MORRO GRANDE FUTEBOL CLUBE;MORRO GRANDE FUTEBOL CLUBE;04;20190109;63;;;;3999;Associação Privada;20150910;9312300;Clubes sociais, esportivos e similares;;AVENIDA;DOUTOR OLINDO DARTORA;S/N;;MORRO GRANDE;07726555;SP;6281;11;48990305;;;;;CHIQUINHOPERUS@IG.COM.BR;;;16;0;0,00;05;
23329689000106;23329689;1;UNIAO FUTEBOL LTDA;UNIAO;02;20190226;00;;;;2062;Sociedade Empresária Limitada;20150922;9312300;Clubes sociais, esportivos e similares;7020400,9311500;AVENIDA;DAS AMERICAS;12300;SALA  218;RECREIO DOS BANDEIRANTES;22790702;RJ;6001;21;34181493;21;24900769;;;CARLOS.ESCH@UOL.COM.BR;;;49;3000;3000,00;05;
23341566000182;23341566;1;RAPAZIADA POTIGUAR;RAPAZIADA POTIGUAR;02;20201207;00;;;;3999;Associação Privada;20150310;9312300;Clubes sociais, esportivos e similares;;RUA;CORONEL JOAQUIM CORREIA;2172;;CANDELARIA;59064410;RN;1761;84;81455678;84;96172702;;;SANDRO-NATAL@HOTMAIL.COM;;;16;0;0,00;05;
23352016000169;23352016;1;UNIAO RECREATIVA DOS TRABALHADORES;U R T;02;20051103;00;;;;3999;Associação Privada;19690325;9312300;Clubes sociais, esportivos e similares;;AVENIDA;BRASIL;1085;;BRASIL;38705166;MG;4959;34;38210620;;;;;URT@URT.COM.BR;;;16;0;0,00;05;
23352016000240;23352016;2;UNIAO RECREATIVA DOS TRABALHADORES;VILA OLIMPICA;02;20051103;00;;;;3999;Associação Privada;19840425;9312300;Clubes sociais, esportivos e similares;;AVENIDA;ALTINO FERNANDES CAIXETA;10;;CIDADE NOVA;38706432;MG;4959;;;;;;;;;;16;0;0,00;05;
23352016000320;23352016;2;UNIAO RECREATIVA DOS TRABALHADORES;;08;19980202;01;;;;3999;Associação Privada;19840425;9312300;Clubes sociais, esportivos e similares;;RUA;DA PAZ;81;;CRISTO REDENTOR;38700062;MG;4959;;;;;;;;;;16;0;0,00;05;
23360096000102;23360096;1;ASSOCIACAO DESPORTIVA PATO BRANCO - ADPBF;PATO BRANCO;02;20191004;00;;;;3999;Associação Privada;20150904;9312300;Clubes sociais, esportivos e similares;9319199;VILA;CANAA;SN;;ZONA RURAL;53690000;PE;0544;81;98958132;;;;;;;;16;0;0,00;05;
23367584000133;23367584;1;VILA OLIMPICA PARQUE DO GANSO;;08;20081231;71;;;;3999;Associação Privada;19880726;9312300;Clubes sociais, esportivos e similares;;RODOVIA;262;692;KM;;38180232;MG;4079;;;;;;;;;;16;0;0,00;05;
23369853000109;23369853;1;AGREMIACAO RECREATIVA DE MARIMBONDO;;02;20050924;00;;;;3999;Associação Privada;19891012;9312300;Clubes sociais, esportivos e similares;;RUA;18A;SN;VILA DE FURNAS;VILA DE FURNAS;38230000;MG;4539;;;;;;;;;;16;0;0,00;05;
23370513000190;23370513;1;AGUAS DO VALE NAUTICO CLUB HOTEL;;02;20051103;00;;;;3999;Associação Privada;19890510;9312300;Clubes sociais, esportivos e similares;;FAZENDA;BARREIRINHA;SN;;ZONA RURAL;38190000;MG;5137;;;;;;;;;;16;0;0,00;05;
23386260000142;23386260;1;JEEP RALLY CLUB;JRC;02;20201217;00;;;;3999;Associação Privada;20150928;9312300;Clubes sociais, esportivos e similares;;AVENIDA;DAS NORMALISTAS;1906;;BEBEDOURO;64218825;PI;1153;86;33223318;;;;;;;;16;0;0,00;05;
23387695000101;23387695;1;ARRANCADA DELTA CLUBE;;02;20201217;00;;;;3999;Associação Privada;20150925;9312300;Clubes sociais, esportivos e similares;;RUA;ANTONIO GUTEMBERG;1170;C.07;REIS VELOSO;64204075;PI;1153;86;33223318;;;;;;;;16;0;0,00;05;
23435304000187;23435304;1;ASSOCIACAO MOTO CLUBE LOKOS DA TRILHA;MOTO CLUBE LOKOS DA TRILHA;02;20191211;00;;;;3999;Associação Privada;20150925;9312300;Clubes sociais, esportivos e similares;9329899;RUA;PEDRO ALVARES CABRAL;207;CASA;OPERARIO;98410000;RS;7313;55;99813233;55;37391031;55;37391031;VILSONSPO@HOTMAIL.COM;;;16;0;0,00;05;
23452790000141;23452790;1;CLUBE SOCIAL PEDRO LEOPOLDO;;02;20051103;00;;;;3999;Associação Privada;19660927;9312300;Clubes sociais, esportivos e similares;8230002;RUA;COMENDADOR ANTONIO ALVE;645;;CENTRO;33600000;MG;4985;;;;;;;;;;16;0;0,00;05;
23462476000140;23462476;1;SANDRA MARIA SAMPAIO DE LACERDA;ACADEMIA SANDRA STAR'S;08;20150209;73;;;;2135;Empresário (Individual);19880527;9312300;Clubes sociais, esportivos e similares;;AVENIDA;FREI CIRILO;4700;;MESSEJANA;60864190;CE;1389;;;;;;;;;;50;0;0,00;05;
23518228000173;23518228;1;ASSOCIACAO ATLETICA CORISABBA;CORI SABBA;02;20190703;00;;;;3999;Associação Privada;19910402;9312300;Clubes sociais, esportivos e similares;;PRACA;CORONEL BORGES;69;SALA;CENTRO;64800002;PI;1077;;;;;;;;;;16;0;0,00;05;
23522132000189;23522132;1;ASSOCIACAO ESPORTIVA E RECREATIVA XIVETE;;02;20190801;00;;;;3999;Associação Privada;20150916;9312300;Clubes sociais, esportivos e similares;;ESTRADA DE FERRO;LADO ESQUERDO DA ESTRADA DE FERRO S/N;SN;;COMUNIDADE;68945970;AP;0663;96;99015388;;;;;;;;16;0;0,00;05;
23538370000182;23538370;1;LIGA DESPORTIVA E CULTURAL INDEPENDENTE DO BAIRRO ALFREDO NASCIMENTO;;02;20190822;00;;;;3999;Associação Privada;20150929;9312300;Clubes sociais, esportivos e similares;;RUA;ESPIGAO (A NASCIMENTO);33;;CIDADE DE DEUS;69099547;AM;0255;92;92575673;;;;;;;;16;0;0,00;05;
23562614000162;23562614;1;CLUBE ATLETICO CEARENSE;ATLETICO CEARENSE;02;20190909;00;;;;3999;Associação Privada;19890113;9312300;Clubes sociais, esportivos e similares;;RUA;226;31;SEGUNDA ETAPA;CONJUNTO CEARA;60191070;CE;1389;85;32945780;;;;;;;;16;0;0,00;05;
23592645000166;23592645;1;PIUMHI TENIS CLUBE;;02;19980728;00;;;;3999;Associação Privada;19701027;9312300;Clubes sociais, esportivos e similares;9001901,9001902;PRACA;AVELINO DE QUEIROZ;153;;CENTRO;37925000;MG;5029;;;;;;;;;;16;0;0,00;05;
23601990000119;23601990;1;ASSOC RECR DOS SERVIDORES DA SUCAM DE PINDARE MIRIM MA;;04;20190116;63;;;;3999;Associação Privada;19890523;9312300;Clubes sociais, esportivos e similares;;RUA;DA PALMEIRA;S/N;S/N;CAMPO AGRICOLA;65370000;MA;0867;;;;;;;;;;16;0;0,00;05;
23652050000159;23652050;1;CLUBE NAUTICO PRAIA DO SOL;;02;20050722;00;;;;3999;Associação Privada;19690505;9312300;Clubes sociais, esportivos e similares;;ESTRADA;REPRESA BORTOLAN;SN;;BORTOLAN;37701304;MG;5035;;;;;;;;;;16;0;0,00;05;
23658663000101;23658663;1;CLUBE DE TIRO DO AMAZONAS - CTA;;02;20190219;00;;;;3999;Associação Privada;20151109;9312300;Clubes sociais, esportivos e similares;9319199,9329899;RODOVIA;MANUEL URBANO, KM 04;S/N;;AREA RURAL;69415000;AM;9835;92;99132306;92;98226559;;;;;;16;0;0,00;05;
23662950000187;23662950;1;SPORT CLUB CORINTHIANS CODOENSE;;02;20190923;00;;;;3999;Associação Privada;19910828;9312300;Clubes sociais, esportivos e similares;;RUA;PARAGUAI;1256;;SAO FRANCISCO;65400000;MA;0763;;;;;;;;;;16;0;0,00;05;
23681302000178;23681302;1;JOSE JANUARIO DOS REIS;RECANTO;02;20151117;00;;;;2135;Empresário (Individual);20151117;9312300;Clubes sociais, esportivos e similares;5611204,5611203;RUA;OLAVO BILAC;386;LETRA A;MACHADO;35901013;MG;4633;31;98440949;;;;;PRUMOITABIRA@PRUMOCONSULTORIA.COM.BR;;;50;1000;1000,00;01;
23704376000182;23704376;1;CLUBE DE KART DE SAO LUIS;CK-SL;02;20150831;00;;;;3999;Associação Privada;20150831;9312300;Clubes sociais, esportivos e similares;;AVENIDA;CONTORNO CASTELAO;22;KARTODROMO JOAO SALE;OUTEIRO DA CRUZ;65042450;MA;0921;98;99177183;;;;;;;;16;0;0,00;05;
23765118000106;23765118;1;RESIDENCIAL NAUTICO FORMIGUENSE;;02;19980728;00;;;;3999;Associação Privada;19890119;9312300;Clubes sociais, esportivos e similares;;AREA;PONTE VILA;S/N;;ZONA RURAL;35579700;MG;4521;37;33226738;;;;;NAUTICO.FORMIGA@TERRA.COM.BR;;;16;0;0,00;05;
23781636000113;23781636;1;FORMIGA ESPORTE CLUBE;;02;19980728;00;;;;3999;Associação Privada;19911206;9312300;Clubes sociais, esportivos e similares;;RUA;DOS VIAJANTES;76;;CENTRO;35570132;MG;4521;37;33213947;;;;;ADMSOLUCAOFGA@GMAIL.COM;;;16;0;0,00;05;
23800245000107;23800245;1;NITEROI ESPORTE CLUBE;;02;20151201;00;;;;3999;Associação Privada;20151201;9312300;Clubes sociais, esportivos e similares;;AVENIDA;ELIAS DE DEUS VIEIRA;551;;NITEROI;38840000;MG;4285;34;97632894;34;38512281;34;38512281;EXATACONTABILIDADE2011@GMAIL.COM;;;16;0;0,00;05;
23801871000100;23801871;1;PONTENOVENSE FUTEBOL CLUBE;;02;20051103;00;;;;3999;Associação Privada;19680605;9312300;Clubes sociais, esportivos e similares;;AVENIDA;CAETANO MARINHO;278;;;35430001;MG;5041;;;;;;;CARISSIMO@CARISSIMOCONTABILIDADE.COM.BR;;;16;0;0,00;05;
23803646000102;23803646;1;SOCIEDADE ESPORTIVA PRIMEIRO DE MAIO;;02;20051103;00;;;;3999;Associação Privada;19690523;9312300;Clubes sociais, esportivos e similares;;RUA;OLEGARIO MACIEL;23;;CENTRO;35430015;MG;5041;;;;;;;;;;16;0;0,00;05;
23805658000176;23805658;1;MUNICIPAL ATLETICO CLUBE;;02;20200219;00;;;;3999;Associação Privada;19700710;9312300;Clubes sociais, esportivos e similares;;RUA;JOAO PIRANGA;S/N;;TRIANGULO;35430155;MG;5041;;;;;;;;;;16;0;0,00;05;
23817152000187;23817152;1;ASSOCIACAO DESPORTIVA, RECREATIVA E CULTURAL EVOLUTION ESPORTE CLUBE;ASSOCIACAO EVOLUTION;04;20201023;63;;;;3999;Associação Privada;20150911;9312300;Clubes sociais, esportivos e similares;;RUA;FRANCISCO MENEZES;3368;;SOCIALISTA;76829190;RO;0003;69;92781580;69;81306725;;;;;;16;0;0,00;05;
23827380000138;23827380;1;ASSOCIACAO LEX DE JUDO;ASSOCIACAO LEX DE JUDO;02;20201202;00;;;;3999;Associação Privada;20151208;9312300;Clubes sociais, esportivos e similares;9313100,9319101;RUA;MINAS GERAIS;1154;TERREO;CENTRO;18700100;SP;6189;14;97110605;;;;;MATHEUSVALIM@HOTMAIL.COM;;;16;0;0,00;05;
23827839000101;23827839;1;GALO DO PARQUE ESPORTE CLUB;GALO;02;20190613;00;;;;3999;Associação Privada;20150402;9312300;Clubes sociais, esportivos e similares;;PRACA;ENGENHEIRO HUGO BRANDI;01;;JARDIM ANDARAI;02168050;SP;7107;11;26362224;11;29416546;11;20931005;COMAEX@TERRA.COM.BR;;;16;0;0,00;05;
23837709000141;23837709;1;CLUBE DESPORTIVO ALIANCA DE IBIRITE;;02;20190517;00;;;;3999;Associação Privada;20151005;9312300;Clubes sociais, esportivos e similares;;RUA;TOCANTINS;202;;VISTA ALEGRE - 2A SECAO;32407178;MG;4595;31;94189965;;;;;BAIAOCONTABILIDADE@GMAIL.COM;;;16;0;0,00;05;
23850993000196;23850993;1;GREMIO RECREATIVO CANARINHO;;02;20190607;00;;;;3999;Associação Privada;19890113;9312300;Clubes sociais, esportivos e similares;;RUA;VINTE E DOIS;54;;PARQUE SAO JOAO;32242180;MG;4371;;;;;;;;;;16;0;0,00;05;
23852924000111;23852924;1;PAMPULHA ADMINISTRACAO DESPORTIVA LTDA;;08;20210601;01;;;;2062;Sociedade Empresária Limitada;19880204;9312300;Clubes sociais, esportivos e similares;;RUA;JOSE WANDERLEI LARA;72;;DONA CLARA;31260170;MG;4123;;;;;;;;;;49;0;0,00;01;
23876132000187;23876132;1;M&K ESPORTES LTDA;GAT ESPORTES;02;20151204;00;;;;2062;Sociedade Empresária Limitada;20151204;9319101;Produção e promoção de eventos esportivos;7490105,8591100,9312300;RUA;CAIO GRACCHO KRUEGER;50;;ALTO BOQUEIRAO;81720360;PR;7535;41;33784005;41;91797755;;;;;;49;20000;20000,00;01;
23883550000100;23883550;1;TALENTOS 10 FUTEBOL CLUBE EIRELI;TALENTOS 10;04;20190227;63;;;;2305;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);20151223;9312300;Clubes sociais, esportivos e similares;;RUA;ENGENHEIRO MIGUEL MELHADO CAMPOS;1-129;BLOCO 5                   APT   543;CONJUNTO HABITACIONAL ENGENHEIRO OTAVIO RASI;17039170;SP;6219;14;81708623;;;;;GVNN_GLR@HOTMAIL.COM;;;65;78800;78800,00;05;
23953722000166;23953722;1;CLUBE DE CAMPO FERNAO DIAS;;02;20051103;00;;;;3999;Associação Privada;19630912;9312300;Clubes sociais, esportivos e similares;;RODOVIA;JUSCELINO KUBISTCHEK;SN;KM 105;IPIRANGA;37550001;MG;5049;;;;;;;;;;16;0;0,00;05;
23963382000154;23963382;1;PALLADIUM IATE CLUB;PALLADIUM;02;20050416;00;;;;3999;Associação Privada;19881214;9312300;Clubes sociais, esportivos e similares;;AVENIDA;MARIZA DE SOUZA MENDES;3383;;INCONFIDENTES;36420000;MG;4917;31;37411344;31;37421241;;;CONSTITUICAOMODERNA@GMAIL.COM;;;16;0;0,00;05;
23973386000113;23973386;1;TUPI ESPORTE CLUBE;TUPI ESPORTE CLUBE;04;20210330;63;;;;3999;Associação Privada;20160108;9312300;Clubes sociais, esportivos e similares;;RUA;CRUZ DO MONTE;432;;CENTRO;35600000;MG;4147;37;99552568;37;35211262;;;CEGOL@CEGOL.COM.BR;;;16;0;0,00;05;
24012627000120;24012627;1;ACADEMIA DE NATACAO FLIPPER LTDA;;02;20051103;00;;;;2062;Sociedade Empresária Limitada;19880323;9312300;Clubes sociais, esportivos e similares;;RUA;CACONDE;1099;;RENASCENCA;31130510;MG;4123;;;;;;;;;;49;0;0,00;01;
24061152000162;24061152;1;IATE CLUBE MARIA FARINHA;;02;20051103;00;;;;3999;Associação Privada;19880926;9312300;Clubes sociais, esportivos e similares;;RUA;CAVALA;175;;MARIA FARINHA;53427220;PE;2513;81;34938522;;;;;;;;16;0;0,00;05;
24088870000122;24088870;1;CLUBE DE ORIENTACAO ARIRAMBA;COARI;02;20151019;00;;;;3999;Associação Privada;20151019;9312300;Clubes sociais, esportivos e similares;;TRAVESSA;MUANA;26;SALA  A;MARAMBAIA;66620410;PA;0427;91;32432014;91;89441509;91;32432014;CLUBE.COARI@GMAIL.COM;;;16;0;0,00;05;
24119080000167;24119080;1;OLINDA CLUBE DE FUTEBOL DE MESA;;02;20200120;00;;;;3999;Associação Privada;20160114;9312300;Clubes sociais, esportivos e similares;9319101;RUA;VINTE E CINCO DE JANEIRO;388;;PEIXINHOS;53220530;PE;2491;81;88193585;;;;;;;;16;0;0,00;05;
24126966000138;24126966;1;PRS FUTEBOL CLUBE LTDA;PLAYERS RS;02;20160204;00;;;;2062;Sociedade Empresária Limitada;20160204;9312300;Clubes sociais, esportivos e similares;7319003,7490105,7490199,8591100;ACESSO;DAS FIGUEIRAS;60;;SANTA TEREZA;90840531;RS;8801;51;83331183;;;;;EDYSPORT1@GMAIL.COM;;;49;100000;100000,00;03;
24128670000156;24128670;1;TROCA CARNAVALESCA MISTA VALE OURO;;04;20210409;63;;;;3999;Associação Privada;19881125;9312300;Clubes sociais, esportivos e similares;;3A TRAVESSA;DOS PRAZERES;18;;AREIAS;50860243;PE;2531;81;34211050;81;96054334;81;34211050;haroldocontroller@hotmail.com;;;16;0;0,00;05;
24131666000147;24131666;1;CLUBE CARNAVALESCO MISTO REIZADO IMPERIAL;;02;20190327;00;;;;3999;Associação Privada;19890612;9312300;Clubes sociais, esportivos e similares;;RUA;ARAPIXUMA;84;CASA;AGUA FRIA;50620080;PE;2531;;;;;;;;;;16;0;0,00;05;
24156786000107;24156786;1;SAO CAETANO FUTEBOL CLUBE;SAO CAETANO FUTEBOL CLUBE;02;20190516;00;;;;3999;Associação Privada;20160121;9312300;Clubes sociais, esportivos e similares;;RUA;IVAI;761;APT   13;SANTA MARIA;09560570;SP;7077;11;44218760;;;;;ROBSON.SANTOS73@HOTMAIL.COM;;;16;0;0,00;05;
24163636000112;24163636;1;AUTOMOVEL CLUBE DE RIO CASCA;;02;19980728;00;;;;3999;Associação Privada;19700508;9312300;Clubes sociais, esportivos e similares;;PRACA;JOSE RIBEIRO DA COSTA;15;;CENTRO;35370000;MG;5097;;;;;;;;;;16;0;0,00;05;
24180762000185;24180762;1;PENEDO TENIS CLUBE;;02;20051103;00;;;;3999;Associação Privada;19931227;9312300;Clubes sociais, esportivos e similares;;RUA;DO AMPARO;100;;CENTRO;57200000;AL;2833;;;;;;;;;;16;0;0,00;05;
24180812000124;24180812;1;CLUBE DOS 30;;02;20190911;00;;;;3999;Associação Privada;19940603;9312300;Clubes sociais, esportivos e similares;;RODOVIA;AL 102 KM 1;SN;;SANTA LUZIA;57200000;AL;2833;;;;;;;;;;16;0;0,00;05;
24182115000102;24182115;1;CENTRO SPORTIVO INTERNACIONAL;;02;20050806;00;;;;3999;Associação Privada;19891010;9312300;Clubes sociais, esportivos e similares;;RUA;MARCUS VINICIUS;SN;;CENTRO;57400000;AL;2827;;;;;;;;;;16;0;0,00;05;
24184301000180;24184301;1;CLUBE PIER MARINA DA BARRA;;04;20190131;63;;;;3999;Associação Privada;19940328;9312300;Clubes sociais, esportivos e similares;;RUA;MEDEA CAVALCANTE;205;;CENTRO;57180000;AL;2711;;;;;;;;;;16;0;0,00;05;
24187406000193;24187406;1;LIGA DESPORTIVA DE TARTARUGALZINHO - LDT;LIGA DESPORTIVA DE TARTARUGALZINHO;02;20190819;00;;;;3999;Associação Privada;20151112;9312300;Clubes sociais, esportivos e similares;;RUA;SAO LUIZ;S/N;;CENTRO;68990000;AP;0617;96;32233405;;;;;;;;16;0;0,00;05;
24204259000112;24204259;1;ESPORTE CLUBE BARCELONA;;02;20191127;00;;;;3999;Associação Privada;20151022;9312300;Clubes sociais, esportivos e similares;;RUA;MENOTTI BIANCHI;364;;VILA IOLANDA;92500000;RS;8685;51;96577829;;;;;;;;16;0;0,00;05;
24232779000139;24232779;1;SABUGY FUTEBOL CLUBE;SFC;02;20050806;00;;;;3999;Associação Privada;19921201;9312300;Clubes sociais, esportivos e similares;;RUA;CHICO DOURADO;S/N;;SAO JOSE;58600000;PB;2169;83;98567561;;;;;;;;16;0;0,00;05;
24233686000129;24233686;1;IDEAL CLUBE;;02;20190417;00;;;;3999;Associação Privada;19740312;9312300;Clubes sociais, esportivos e similares;;AVENIDA;MARECHAL CASTELO BRANCO;820;;REPUBLICA;35930090;MG;4723;;;;;;;;;;16;0;0,00;05;
24263372000179;24263372;1;POKER CLUBE CANOINHAS LTDA;RIVER CLUBE CANOINHAS;02;20160226;00;;;;2062;Sociedade Empresária Limitada;20160226;9312300;Clubes sociais, esportivos e similares;5611203;AVENIDA;RUBENS RIBEIRO DA SILVA;799;;CAMPO AGUA VERDE CI;89460000;SC;8073;47;88791222;;;;;;;;49;80000;80000,00;01;
24300642000174;24300642;1;CLUBE LITERO RECREATIVO DE SANHARO;CLUBE LITERO RECREATIVO;02;20200127;00;;;;3999;Associação Privada;19900808;9312300;Clubes sociais, esportivos e similares;;PRACA;ANTONIO CORDEIRO SOUZA;SN;;CENTRO;55250000;PE;2547;;;;;;;;;;16;0;0,00;05;
24302481000158;24302481;1;ESPORTE CLUBE UNIAO INDEPENDENTE;UNIAO INDEPENDENTE;02;20081231;00;;;;3999;Associação Privada;19900627;9312300;Clubes sociais, esportivos e similares;;RUA;BOA VISTA;SN;;CENTRO;55380000;PE;2361;;;;;;;;;;16;0;0,00;05;
24303109000166;24303109;1;CLUBE DE CAMPO EGIPCIENSE;;02;20190808;00;;;;3999;Associação Privada;19910910;9312300;Clubes sociais, esportivos e similares;;RODOVIA;PE 101;SN;KM 01;ZONA RURAL;56700000;PE;2571;;;;;;;;;;16;0;0,00;05;
24345091000165;24345091;1;ASSOCIACAO DOS SERVIDORES PUBLICOS FEDERAIS DA CIDADE DE GURUPI - ASFEGU;ASFEGU;02;20160223;00;;;;3999;Associação Privada;20160223;9312300;Clubes sociais, esportivos e similares;;RUA;BADEJOS;SN;CHACARA 69-72             COMP LABORATORIAL I SALA  05;JARDIM SEVILHA;77410530;TO;9385;63;81155941;;;;;ASFEGU@YAHOO.COM.BR;;;16;0;0,00;05;
24346390000114;24346390;1;ANGRA BASQUETE CLUBE - ABC;ANGRA BASQUETE CLUBE - ABC;02;20151215;00;;;;3999;Associação Privada;20151215;9312300;Clubes sociais, esportivos e similares;;RUA;DA CONCEICAO;164;;CENTRO;23900435;RJ;5801;24;92552763;;;;;;;;16;0;0,00;05;
24351431000160;24351431;1;CLUBE RECREATIVO SANTIAGO;CLUBE RECREATIVO SANTIAGO;02;20190522;00;;;;3999;Associação Privada;20040521;9312300;Clubes sociais, esportivos e similares;;RUA;ANTONIO JOSE PEREIRA;119;;JARDIM AMELIA;83330250;PR;5453;41;30278051;41;30180699;41;30278053;MW.CONTABILIDADE@TERRA.COM.BR;;;16;0;0,00;05;
24389776000103;24389776;1;CLUBE DE TIRO E CACA PAMPA;CLUBE DE TIRO E CACA PAMPA;02;20181211;00;;;;3999;Associação Privada;20151230;9312300;Clubes sociais, esportivos e similares;9319101;RUA;SETE DE SETEMBRO;1315;SALA  A;CENTRO;97501618;RS;8951;55;34115199;;;;;DANIELFERNANDES 123456@HOTAMIL.COM;;;16;0;0,00;05;
24389776000294;24389776;2;CLUBE DE TIRO E CACA PAMPA;;02;20210330;00;;;;3999;Associação Privada;20210330;9312300;Clubes sociais, esportivos e similares;9319101;AREA;ESTRADA IMBAA;1210;;AREA RURAL DE URUGUAIANA;97514899;RS;8951;51;34115199;;;;;DANIELFERNANDES123456@HOTMAIL.COM;;;16;0;0,00;05;
24404131000100;24404131;1;ASSOCIACAO DE FUTEBOL AMERICANO DO VALE DO ITAJAI - AFAVI;AFAVI;04;20210318;63;;;;3999;Associação Privada;20160315;9319199;Outras atividades esportivas não especificadas anteriormente;9312300;RUA;ALVINO BAUMANN;55;APT   503;DOM BOSCO;88303574;SC;8161;47;33980025;;;;;;;;16;0;0,00;05;
24414922000103;24414922;1;BOTAFOGO ESPORTE CLUBE;;02;20051103;00;;;;3999;Associação Privada;19891121;9312300;Clubes sociais, esportivos e similares;;RUA;JOAO P.OLIVEIRA;125;;JANGA;53437810;PE;2513;;;;;;;;;;16;0;0,00;05;
24417958000140;24417958;1;URSO CANGACA DE AGUA FRIA;;02;20181210;00;;;;3999;Associação Privada;19900108;9312300;Clubes sociais, esportivos e similares;;RUA;SAO SEBASTIAO;392;;AGUA FRIA;52111230;PE;2531;81;34445078;;;;;;;;16;0;0,00;05;
24447001000147;24447001;1;JWW FUT 7 ESPORTE CLUBE LTDA;;04;20210311;63;;;;2062;Sociedade Empresária Limitada;20160323;9312300;Clubes sociais, esportivos e similares;;RUA;CORACAO DE MARIA;218;APT   204;MEIER;20775050;RJ;6001;21;82234611;;;;;;;;49;1200;1200,00;01;
24463820000188;24463820;1;IGREJA NOVA FUTEBOL CLUBE;;02;20190422;00;;;;3999;Associação Privada;19890815;9312300;Clubes sociais, esportivos e similares;;RUA;NOSSA SENHORA APARECIDA;101;;CENTRO;57280000;AL;2763;82;99953548;;;82;35514715;SERCONPE@BOL.COM.BR;;;16;0;0,00;05;
24465060000148;24465060;1;ASSOCIACAO AXE PARA TODOS;;02;20190425;00;;;;3999;Associação Privada;20160310;9312300;Clubes sociais, esportivos e similares;9493600;RUA;DOUTOR RUI DE AZEVEDO SODRE;58;;VILA SANTA CATARINA;04379000;SP;7107;11;55629218;;;;;BRASIL@JRBRASILCONTABIL.COM.BR;;;16;0;0,00;05;
24520231000194;24520231;1;CENTRO DESPORTIVO CONJUNTO GRAMORE CD CG;CENTRO DESPORTIVO DO CONJUNTO GRAMORE C.D.C.G;02;20190911;00;;;;3999;Associação Privada;19900118;9312300;Clubes sociais, esportivos e similares;;RUA;BARIRI;2;CONJ GRAMORE;POTENGI;59135620;RN;1761;;;;;;;;;;16;0;0,00;05;
24528234000174;24528234;1;NATAL ACQUA CENTER;NATAL ACQUA CENTER;08;20081231;71;;;;3999;Associação Privada;19900320;9312300;Clubes sociais, esportivos e similares;;RODOVIA;NATAL PIRANGI DO NORTE;SN;;;59150000;RN;1779;;;;;;;;;;16;0;0,00;05;
24529901000133;24529901;1;CLUBE DOS EMPREGADOS DA PETROBRAS EM MOSSORO;CEPE-MO;02;20051103;00;;;;3999;Associação Privada;19910401;9412099;Outras atividades associativas profissionais;9312300;RODOVIA;BR 304;SN;KM 46;AEROPORTO;59633900;RN;1759;;;;;;;;;;16;0;0,00;05;
24583946000196;24583946;1;AMERICA ESPORTE CLUBE;A. E. C.;02;20160310;00;;;;3999;Associação Privada;20160310;9312300;Clubes sociais, esportivos e similares;;QUADRA;VINTE E SETE (FL.29);LOTE26;;NOVA MARABA;68506644;PA;0483;94;91749488;;;;;;;;16;0;0,00;05;
24639281000195;24639281;1;PALADINO KART CLUBE - PKC;PALADINO KART CLUBE;02;20190424;00;;;;3999;Associação Privada;20160414;9312300;Clubes sociais, esportivos e similares;;RUA;PROJETADA;SN;;DISTRITO INDUSTRIAL;58322000;PB;1993;83;21072000;;;;;JURIDICO.ADM@GRUPOELIZABETH.COM.BR;;;16;0;0,00;05;
24649029000167;24649029;1;JULIANA FRANCIELE MEIRA;J.ESPORTE;02;20160425;00;;;;2135;Empresário (Individual);20160425;9312300;Clubes sociais, esportivos e similares;5611203;AVENIDA;SAO GABRIEL;1604;;CAMPO PEQUENO;83404000;PR;7513;41;95889980;;;;;;;;50;150000;150000,00;01;
24664843000150;24664843;1;ASSOCIACAO CACHOEIRINHA DE TAEKWONDO;ASCATKD;02;20201124;00;;;;3999;Associação Privada;20160330;9312300;Clubes sociais, esportivos e similares;;RUA;GUAJUVIRA;95;;JARDIM DO BOSQUE;94960455;RS;8561;51;82153534;;;;;;;;16;0;0,00;05;
24665846000109;24665846;1;CLUBE DE TIRO CAMPO GRANDE;;02;20051103;00;;;;3999;Associação Privada;19890410;9312300;Clubes sociais, esportivos e similares;;RODOVIA;MS 010;SN;KM 7,5;ZONA RURAL;79070229;MS;9051;;;;;;;;;;16;0;0,00;05;
24738172000125;24738172;1;RIBEIRO & SACIURA ACADEMIA LTDA;ACADEMIA YOU FITNESS;02;20160505;00;;;;2062;Sociedade Empresária Limitada;20160505;9312300;Clubes sociais, esportivos e similares;9319199,9313100,8592901,8591100,4763602;AVENIDA;DO NAZARIO;1303;;OLARIA;92035000;RS;8589;51;81241160;51;81241145;;;FSACIURA@YAHOO.COM.BR;;;49;20000;20000,00;01;
